1 2 0 0 0 0 -25.7008 -127.504 0 0 0 8.00022 -25.7008 -133.704 -7.0002 0 0 0 0 2.86487 -2.86487 
1.5 2 -21.339 0 0 0 -25.7008 -127.504 0 0 0 -15.5543 -57.6051 -82.3201 -23.6717 51.6085 -16.549 0 0 2.86487 -2.86487 
0.5 2 -21.339 0 0 0 -25.7008 -127.504 0 0 0 -15.5543 -57.6051 -82.3201 -23.6717 51.6085 -23.5492 0 0 2.86487 -2.86487 
1 2 -21.339 0 0 0 -25.7008 -127.504 0 0 0 -8.94665 -40.2658 -75.2727 -16.6632 26.9173 -19.1218 0 0 2.86487 -2.86487 
1.5 1 -21.3389 0 0 0 -25.7008 -127.504 0 0 0 -7.24841 -38.1908 -69.2126 -15.7248 18.6644 -18.3096 0 0 2.86487 -2.86487 
0.5 0 -21.3389 0 0 0 -25.7008 -127.504 0 0 0 -7.24841 -38.1908 -69.2126 -15.7248 18.6644 -18.3096 0 0 0 0 
1 2 -21.3389 0 0 0 -25.7008 -127.504 0 0 0 -11.1006 -44.5562 -80.2316 -18.3694 36.2981 -20.3014 0 0 0 0 
1.5 2 9.42711 0 0 0 -25.7008 -127.504 0 0 0 -16.689 -84.0676 -52.573 -22.1452 48.8762 -44.2285 0 0 0 0 
2 2 79.4292 0 0 0 -25.7008 -127.504 0 0 0 -16.689 -84.0676 -52.573 -22.1452 48.8762 -44.2285 0 0 0 0 
1 2 79.4292 0 0 0 -25.7008 -127.504 0 0 0 -7.7076 -52.4304 -53.724 -15.6082 17.5805 -41.2751 0 0 0 0 
0.5 1 79.4292 0 0 0 -25.7008 -127.504 0 0 0 -7.7076 -52.4304 -53.724 -15.6082 17.5805 -41.2751 0 0 2.86487 -2.86487 
10 2 0 0 0 -10.0003 -25.7008 -127.504 0 0 0 23.0007 -25.7008 -133.704 -7.0002 0 0 0 0 0 0 
