1200,8145,8315,8428,8177,8405,8225
1958,8089,8285,8426,8270,8297,8204
2914,8082,8298,8452,8266,8253,8248
2964,8067,8334,8459,8208,8322,8234
3014,8105,8332,8492,8220,8323,8203
3064,8058,8328,8398,8208,8285,8237
3114,8070,8326,8427,8196,8318,8232
3164,8058,8336,8421,8189,8307,8223
3214,8067,8333,8425,8190,8312,8225
3264,8052,8334,8423,8191,8310,8226
3314,8056,8334,8423,8188,8309,8230
3364,8051,8331,8419,8189,8312,8219
3414,8060,8339,8421,8187,8313,8236
3464,8058,8333,8426,8185,8313,8226
3514,8069,8336,8424,8187,8311,8237
3564,8060,8330,8421,8188,8311,8222
3614,8061,8338,8426,8188,8309,8227
3664,8063,8330,8427,8187,8312,8226
3714,8060,8336,8424,8187,8312,8229
3764,8059,8337,8426,8185,8312,8231
3814,8061,8334,8424,8187,8311,8231
3864,8059,8337,8426,8185,8312,8231
3914,8060,8336,8420,8187,8312,8229
3964,8060,8333,8424,8184,8313,8231
4014,8061,8337,8427,8184,8312,8233
4064,8054,8332,8423,8183,8313,8224
4114,8058,8336,8423,8187,8311,8229
4164,8061,8337,8426,8184,8312,8233
4214,8057,8335,8421,8185,8314,8231
4264,8053,8336,8424,8188,8311,8236
4314,8061,8337,8426,8184,8312,8233
4364,8059,8336,8421,8188,8311,8228
4414,8052,8330,8420,8183,8312,8220
4464,8054,8340,8407,8177,8305,8233
4514,8055,8345,8408,8171,8311,8212
4564,8038,8328,8414,8189,8304,8234
4614,8044,8335,8422,8180,8317,8186
4664,8060,8361,8413,8167,8313,8224
4714,8053,8321,8406,8200,8305,8237
4764,8019,8320,8414,8202,8268,8199
4814,8045,8332,8443,8160,8306,8214
4864,8024,8317,8419,8219,8266,8235
4914,8019,8318,8427,8196,8284,8279
4964,8040,8330,8516,8229,8294,8292
5014,8009,8295,8542,8249,8328,8259
5064,8032,8262,8425,8248,8256,8261
5114,8051,8294,8400,8211,8240,8232
5164,8059,8235,8433,8297,8199,8190
5214,8030,8228,8419,8321,8210,8152
5264,8010,8265,8476,8272,8254,8246
5314,8006,8244,8531,8307,8233,8181
5364,8068,8225,8521,8279,8323,8124
5414,7965,8225,8494,8279,8249,8283
5464,7981,8216,8482,8300,8224,8253
5514,7991,8243,8532,8281,8266,8233
5564,7992,8214,8503,8312,8232,8239
5614,7977,8242,8500,8285,8224,8246
5664,8008,8239,8522,8304,8284,8227
5714,8010,8235,8470,8291,8217,8221
5764,7994,8219,8470,8298,8231,8239
5814,7984,8231,8503,8295,8225,8226
5864,8009,8247,8496,8291,8246,8222
5914,8009,8248,8494,8287,8246,8229
5964,8003,8234,8494,8295,8234,8231
6014,8002,8246,8488,8287,8224,8233
6064,7979,8231,8490,8301,8227,8225
6114,8000,8240,8459,8287,8251,8233
6164,7995,8246,8499,8271,8240,8230
6214,7963,8251,8512,8254,8144,8252
6264,8004,8208,8464,8309,8262,8227
6314,7978,8231,8482,8285,8234,8234
6364,8009,8231,8510,8297,8231,8215
6414,7989,8255,8476,8289,8227,8235
6464,8010,8229,8498,8313,8236,8239
6514,8015,8249,8509,8277,8236,8225
6564,8008,8237,8475,8271,8244,8223
6614,8004,8245,8523,8289,8226,8210
6664,7981,8223,8498,8305,8226,8204
6714,7999,8251,8484,8273,8242,8241
6764,7998,8234,8499,8298,8236,8218
6814,7995,8231,8497,8293,8233,8229
6864,7996,8240,8498,8287,8231,8239
6914,8004,8229,8494,8289,8236,8225
6964,8001,8236,8497,8295,8235,8230
7014,8012,8200,8510,8488,8221,8317
7064,8013,8197,8512,8440,8281,8332
7114,8018,8187,8472,8493,8231,8320
7164,7994,8214,8439,8455,8157,8313
7214,7994,8228,8433,8402,8157,8291
7264,7992,8256,8448,8273,8206,8279
7314,7988,8233,8481,8299,8217,8297
7364,7993,8240,8489,8311,8219,8308
7414,7997,8236,8487,8321,8217,8303
7464,7991,8238,8504,8322,8227,8310
7514,7996,8238,8502,8320,8229,8309
7564,8021,8236,8502,8326,8255,8327
7614,7975,8235,8509,8353,8217,8319
7664,7994,8242,8497,8338,8254,8330
7714,8015,8234,8564,8361,8268,8341
7764,8008,8218,8523,8362,8223,8355
7814,7963,8224,8550,8340,8259,8372
7864,7998,8215,8503,8325,8258,8368
7914,8006,8244,8516,8335,8242,8356
7964,7955,8223,8511,8336,8204,8376
8014,8013,8211,8543,8327,8291,8324
8064,8038,8257,8546,8275,8361,8334
8114,8030,8243,8485,8249,8333,8295
8164,7995,8235,8485,8252,8314,8316
8214,7996,8233,8535,8267,8314,8317
8264,8015,8224,8515,8281,8312,8320
8314,8005,8235,8518,8281,8311,8320
8364,8008,8233,8524,8271,8317,8329
8414,8014,8227,8524,8280,8311,8314
8464,8006,8229,8522,8285,8308,8325
8514,8006,8224,8518,8298,8309,8334
8564,8012,8227,8526,8304,8308,8316
8614,8024,8211,8541,8310,8317,8322
8664,8013,8201,8523,8342,8310,8336
8714,8012,8198,8537,8348,8312,8344
8764,8008,8208,8553,8366,8316,8316
8814,7999,8210,8533,8376,8303,8315
8864,8006,8209,8552,8403,8310,8325
8914,8003,8223,8532,8417,8278,8287
8964,8009,8218,8532,8421,8280,8283
9014,8022,8194,8569,8486,8276,8337
9064,8013,8190,8552,8500,8278,8280
9114,7995,8199,8587,8541,8259,8315
9164,8015,8188,8576,8526,8283,8341
9214,8000,8194,8582,8540,8279,8305
9264,8008,8140,8584,8678,8247,8327
9314,8005,8115,8639,8773,8267,8268
9364,8003,8154,8618,8752,8192,8286
9414,8013,8186,8543,8653,8158,8250
9464,7965,8155,8580,8726,8123,8339
9514,8000,8102,8626,9001,8054,8332
9564,7970,8143,8601,8864,8011,8281
9614,7975,8142,8588,8857,7999,8247
9664,7984,8162,8548,8802,8009,8220
9714,7991,8156,8543,8697,8081,8250
9764,7989,8176,8535,8687,8049,8219
9814,8016,8252,8482,8352,8246,8172
9864,7992,8239,8476,8330,8211,8144
9914,8006,8234,8489,8273,8295,8131
9964,8009,8257,8470,8292,8212,8159
10014,8016,8253,8496,8306,8223,8130
10064,8007,8247,8489,8328,8220,8158
10114,8004,8231,8491,8344,8197,8172
10164,7999,8226,8480,8344,8193,8153
10214,8003,8242,8504,8343,8197,8164
10264,8000,8247,8500,8341,8199,8173
10314,7990,8230,8500,8342,8193,8174
10364,7989,8237,8490,8346,8184,8167
10414,7985,8233,8501,8342,8182,8162
10464,7998,8222,8492,8338,8193,8180
10514,7991,8232,8490,8334,8184,8165
10564,7981,8253,8508,8351,8197,8163
10614,7991,8250,8499,8352,8197,8177
10664,7996,8257,8493,8330,8191,8168
10714,8004,8248,8484,8319,8190,8164
10764,8004,8231,8498,8340,8205,8148
10814,7988,8239,8495,8324,8190,8185
10864,7996,8233,8509,8328,8203,8174
10914,7986,8245,8501,8339,8172,8175
10964,7990,8242,8495,8348,8187,8168
11014,7992,8240,8502,8345,8169,8174
11064,8005,8226,8488,8334,8171,8176
11114,7983,8228,8495,8342,8158,8172
11164,7999,8237,8498,8352,8167,8166
11214,7983,8240,8501,8368,8159,8184
11264,7998,8228,8507,8362,8174,8156
11314,7990,8238,8488,8358,8158,8161
11364,7998,8214,8489,8316,8219,8218
11414,8004,8231,8500,8305,8253,8226
11464,7977,8213,8511,8334,8217,8339
11514,7991,8239,8491,8339,8212,8260
11564,8019,8196,8496,8286,8223,8208
11614,8025,8218,8516,8304,8251,8198
11664,8023,8227,8517,8308,8246,8194
11714,8023,8214,8462,8307,8256,8189
11764,8040,8237,8474,8285,8276,8168
11814,8041,8252,8491,8291,8280,8259
11864,8052,8226,8521,8339,8240,8214
11914,8044,8253,8414,8244,8295,8230
11964,8044,8248,8483,8280,8312,8211
12014,8052,8270,8488,8278,8293,8175
12064,8047,8235,8501,8289,8287,8207
12114,8089,8285,8419,8243,8311,8185
12164,8029,8251,8473,8295,8294,8266
12214,8127,8314,8401,8181,8361,8232
12264,8072,8276,8499,8300,8265,8253
12314,8055,8261,8497,8288,8315,8137
12364,8076,8313,8518,8213,8366,8154
12414,8075,8316,8443,8221,8310,8270
12464,8057,8296,8387,8231,8297,8209
12514,8065,8303,8416,8226,8301,8250
12564,8067,8307,8424,8219,8339,8265
12614,8079,8328,8409,8197,8326,8171
12664,8057,8324,8432,8196,8317,8232
12714,8065,8339,8436,8208,8299,8223
12764,8071,8331,8426,8196,8316,8219
12814,8060,8338,8421,8201,8311,8216
12864,8056,8334,8416,8197,8313,8219
12914,8056,8336,8423,8202,8307,8220
12964,8057,8333,8419,8195,8311,8219
13014,8060,8335,8420,8196,8310,8228
13064,8055,8338,8419,8193,8312,8227
13114,8054,8336,8417,8199,8310,8226
13164,8054,8341,8423,8193,8310,8223
13214,8054,8333,8419,8196,8312,8217
13264,8061,8336,8417,8194,8310,8220
13314,8056,8338,8421,8195,8312,8219
13364,8063,8334,8419,8194,8313,8214
13414,8061,8341,8421,8194,8310,8226
13464,8059,8336,8419,8193,8310,8223
13514,8060,8332,8419,8191,8312,8223
13564,8059,8336,8424,8192,8311,8222
13614,8058,8331,8419,8193,8311,8223
13765,8053,8338,8421,8192,8312,8222
13892,8054,8338,8420,8192,8312,8225
14007,8063,8335,8421,8190,8310,8226
14119,8054,8335,8421,8190,8312,8226
14179,8060,8333,8419,8192,8312,8228
14229,8056,8332,8419,8191,8312,8219
14279,8060,8338,8420,8194,8310,8228
14391,8055,8334,8421,8191,8313,8222
14503,8057,8333,8419,8190,8313,8223
14619,8060,8340,8421,8192,8311,8218
14716,8057,8336,8420,8193,8313,8220
14766,8057,8336,8420,8193,8313,8220
14816,8058,8335,8424,8190,8312,8223
14866,8059,8334,8418,8191,8313,8225
14916,8060,8332,8421,8191,8314,8222
14966,8065,8336,8421,8191,8312,8223
15017,8057,8338,8421,8189,8311,8226
15067,8059,8333,8423,8190,8311,8223
15117,8057,8336,8421,8188,8311,8230
15167,8061,8338,8423,8189,8311,8226
15217,8064,8330,8420,8187,8313,8227
15267,8057,8338,8421,8189,8311,8226
15317,8058,8334,8423,8192,8311,8230
15367,8054,8334,8423,8188,8312,8226
15417,8059,8332,8421,8188,8311,8227
15467,8057,8336,8423,8188,8311,8226
15517,8057,8332,8423,8187,8311,8230
15567,8060,8335,8421,8190,8309,8234
15617,8064,8334,8423,8187,8310,8230
15667,8056,8336,8425,8188,8310,8225
15717,8058,8334,8421,8188,8311,8223
15767,8065,8334,8425,8188,8310,8231
15817,8064,8335,8423,8185,8311,8232
15867,8054,8335,8419,8190,8311,8220
15917,8060,8334,8423,8188,8311,8230
15967,8061,8335,8419,8189,8311,8223
16017,8060,8333,8423,8190,8310,8225
16067,8054,8333,8421,8185,8312,8224
16117,8061,8336,8421,8187,8311,8224
16167,8062,8334,8425,8187,8311,8224
16217,8059,8332,8421,8188,8312,8219
16267,8051,8333,8421,8189,8312,8221
16317,8058,8336,8423,8188,8310,8231
16367,8062,8341,8421,8191,8310,8228
16417,8064,8339,8425,8187,8311,8230
16467,8056,8331,8421,8188,8312,8217
