50,8117,8276,8378,8322,8552,8157
457,8120,8271,8380,8320,8552,8152
618,8117,8274,8380,8320,8552,8161
776,8111,8274,8380,8320,8554,8161
935,8119,8274,8376,8317,8551,8155
1089,8119,8282,8380,8321,8552,8148
1240,8115,8276,8378,8319,8553,8161
1397,8112,8279,8380,8321,8554,8155
1549,8118,8277,8380,8320,8551,8155
1707,8118,8280,8378,8322,8550,8151
1869,8111,8281,8378,8320,8553,8154
2028,8118,8277,8376,8320,8551,8154
2190,8115,8281,8380,8320,8555,8159
2360,8115,8272,8380,8322,8553,8159
2518,8119,8271,8380,8320,8552,8152
2668,8121,8279,8379,8320,8554,8161
2826,8117,8279,8380,8320,8552,8152
2979,8113,8277,8380,8321,8553,8152
3133,8123,8274,8379,8321,8554,8150
3296,8110,8279,8381,8319,8553,8149
3454,8115,8274,8376,8318,8556,8155
3612,8118,8278,8381,8319,8553,8150
3773,8118,8279,8378,8317,8553,8160
3935,8117,8278,8380,8322,8551,8149
4098,8115,8274,8378,8322,8554,8161
4260,8118,8277,8377,8321,8553,8157
4417,8123,8278,8380,8319,8553,8155
4569,8118,8277,8378,8321,8553,8151
4737,8120,8271,8378,8320,8552,8147
4897,8115,8277,8380,8320,8553,8150
5059,8113,8274,8382,8319,8554,8159
5224,8115,8271,8380,8320,8551,8161
5386,8119,8276,8380,8318,8551,8150
5549,8117,8274,8380,8320,8552,8157
5711,8112,8278,8380,8319,8552,8156
5874,8119,8281,8378,8319,8552,8151
6039,8120,8270,8378,8319,8554,8153
6208,8117,8274,8380,8320,8552,8148
6379,8117,8274,8378,8320,8552,8156
6542,8118,8277,8380,8320,8551,8155
6746,8115,8269,8380,8320,8552,8155
6914,8115,8274,8380,8320,8554,8152
7081,8115,8274,8380,8319,8550,8155
7251,8117,8278,8376,8322,8551,8158
7417,8116,8274,8380,8318,8551,8149
7585,8115,8276,8380,8319,8553,8157
7753,8112,8274,8382,8321,8554,8155
7923,8125,8278,8378,8321,8552,8155
8094,8112,8279,8378,8320,8552,8157
8265,8113,8276,8380,8319,8553,8148
8473,8120,8266,8382,8319,8551,8156
8639,8119,8272,8380,8320,8551,8150
8806,8119,8274,8378,8321,8553,8163
8974,8118,8271,8381,8320,8554,8157
9148,8118,8276,8381,8320,8556,8159
9318,8115,8276,8380,8319,8551,8152
9486,8111,8280,8378,8319,8555,8163
9654,8112,8279,8376,8320,8552,8151
9826,8118,8280,8380,8318,8553,8160
9997,8118,8271,8380,8321,8551,8155
10167,8119,8270,8380,8319,8551,8156
10348,8112,8279,8380,8320,8552,8148
10518,8115,8274,8380,8321,8552,8150
10690,8119,8276,8380,8318,8551,8150
10862,8119,8270,8382,8319,8551,8160
11034,8119,8271,8376,8318,8552,8152
11206,8118,8277,8376,8320,8551,8145
11382,8118,8277,8380,8320,8551,8155
11555,8121,8271,8380,8320,8551,8148
11729,8111,8279,8378,8320,8554,8157
11903,8115,8276,8380,8319,8551,8152
12078,8115,8276,8378,8319,8551,8157
12250,8115,8271,8382,8321,8553,8160
12430,8119,8274,8382,8321,8553,8150
12607,8112,8280,8380,8319,8553,8155
12795,8121,8271,8378,8321,8552,8159
12971,8118,8277,8378,8320,8551,8159
13147,8119,8274,8380,8321,8553,8159
13324,8115,8278,8380,8319,8552,8155
13504,8119,8274,8380,8319,8553,8150
13681,8115,8274,8378,8319,8550,8157
13858,8119,8279,8380,8321,8553,8150
14037,8119,8279,8378,8321,8553,8159
14216,8113,8279,8379,8321,8555,8159
14397,8112,8276,8383,8319,8554,8155
14581,8119,8271,8379,8320,8553,8157
14764,8121,8274,8379,8320,8554,8157
14945,8117,8277,8383,8321,8554,8152
15127,8117,8277,8377,8320,8552,8154
15309,8115,8274,8383,8320,8555,8157
15493,8122,8274,8378,8318,8553,8151
15682,8115,8279,8380,8321,8552,8155
15867,8121,8271,8380,8321,8552,8155
16052,8115,8277,8378,8320,8553,8154
16239,8117,8277,8381,8320,8552,8150
16425,8115,8276,8378,8319,8552,8152
16613,8120,8274,8379,8318,8553,8158
16802,8117,8274,8382,8320,8552,8152
16988,8116,8279,8378,8318,8553,8157
17176,8121,8277,8380,8320,8552,8146
17363,8121,8274,8378,8320,8551,8152
17550,8121,8279,8378,8320,8553,8151
17739,8119,8276,8378,8319,8552,8156
17930,8119,8274,8380,8321,8551,8141
18118,8112,8272,8382,8320,8551,8150
18307,8117,8281,8380,8321,8555,8157
18498,8118,8277,8378,8320,8551,8159
18687,8119,8278,8382,8319,8553,8155
18876,8118,8274,8380,8319,8554,8159
19068,8116,8277,8380,8318,8554,8153
19259,8119,8274,8380,8321,8553,8159
19448,8121,8277,8380,8321,8554,8152
19639,8115,8272,8380,8321,8551,8152
19831,8118,8274,8380,8318,8553,8151
20023,8119,8276,8380,8319,8552,8148
20216,8118,8274,8380,8318,8553,8156
20458,8118,8277,8378,8321,8553,8157
20659,8113,8271,8382,8320,8553,8157
20847,8115,8281,8380,8320,8553,8155
21033,8113,8278,8380,8319,8554,8159
21221,8112,8278,8380,8319,8552,8156
21411,8117,8279,8378,8320,8552,8157
21599,8116,8272,8385,8318,8555,8159
21786,8117,8274,8380,8322,8551,8150
21992,8113,8277,8378,8320,8551,8155
22182,8116,8277,8378,8318,8552,8155
22373,8115,8278,8380,8319,8552,8155
22565,8118,8272,8382,8321,8553,8157
22755,8118,8274,8383,8321,8553,8155
22946,8113,8278,8381,8319,8555,8159
23136,8114,8274,8383,8319,8553,8155
23327,8114,8274,8381,8319,8553,8159
23517,8113,8278,8381,8319,8555,8149
23711,8121,8272,8383,8321,8555,8162
23903,8118,8270,8383,8322,8553,8150
24095,8114,8278,8381,8322,8556,8159
24288,8076,8284,8286,8326,8350,8193
24480,8042,8291,8229,8309,8238,8210
24672,8095,8265,8367,8366,8418,8166
24869,8114,8279,8382,8319,8544,8138
25064,8118,8271,8385,8320,8547,8148
25258,8100,8277,8345,8344,8466,8151
25450,8110,8271,8233,8314,8502,8174
25645,8063,8289,8134,8296,8334,8199
25839,8011,8340,7975,8102,8151,8217
26039,8014,8322,7936,8169,8135,8190
26234,8074,8296,8073,8225,8294,8178
26431,8075,8275,8286,8330,8336,8168
26628,8119,8278,8391,8311,8540,8148
26825,8112,8283,8389,8315,8540,8149
27020,8120,8280,8386,8316,8542,8145
27222,8113,8274,8387,8315,8544,8151
27419,8119,8277,8387,8316,8543,8156
27617,8100,8284,8198,8256,8433,8159
27814,8128,8314,7987,8026,8597,8179
28013,8111,8244,8162,8413,8384,8163
28210,8131,8223,8379,8518,8502,8180
28409,8116,8277,8384,8320,8546,8150
28606,8116,8276,8386,8322,8546,8148
28807,8113,8277,8386,8317,8546,8153
29007,8119,8270,8388,8321,8550,8141
29205,8108,8262,8398,8369,8517,8149
29405,8133,8265,8394,8331,8603,8140
29612,8129,8264,8402,8339,8600,8151
29819,8135,8262,8589,8386,8649,8148
30027,8081,8245,8840,8607,8418,8173
30232,8074,8255,8586,8501,8380,8123
30436,8123,8272,8387,8322,8545,8143
30642,8126,8271,8384,8326,8551,8151
30848,8122,8269,8384,8322,8551,8147
31053,8142,8288,8361,8249,8630,8122
31257,8144,8243,8649,8460,8649,8141
31463,8105,8243,8800,8560,8502,8185
31671,8098,8247,8528,8425,8484,8139
31878,8128,8274,8387,8327,8555,8151
32087,8118,8278,8388,8324,8545,8151
32295,8115,8270,8382,8321,8547,8144
32502,8115,8271,8384,8320,8551,8148
32711,8119,8262,8384,8321,8551,8150
32919,8119,8274,8382,8321,8551,8146
33127,8119,8267,8385,8324,8553,8148
33386,8122,8271,8385,8322,8552,8144
33593,8115,8266,8387,8322,8551,8138
33802,8124,8271,8385,8323,8552,8143
34011,8122,8266,8386,8322,8552,8145
34222,8117,8272,8386,8320,8551,8142
34434,8119,8270,8382,8321,8550,8148
34648,8123,8270,8384,8321,8550,8148
34858,8119,8268,8386,8319,8549,8143
35068,8117,8272,8382,8320,8551,8150
35279,8113,8270,8385,8321,8551,8148
35491,8115,8271,8384,8320,8551,8148
35705,8119,8270,8384,8322,8553,8150
35920,8119,8269,8382,8320,8552,8155
36135,8119,8267,8382,8321,8551,8150
36345,8115,8267,8385,8320,8551,8148
36559,8117,8274,8382,8322,8551,8155
36768,8117,8271,8386,8321,8551,8151
36982,8115,8269,8384,8320,8552,8150
37195,8117,8269,8384,8321,8552,8152
37406,8119,8277,8384,8321,8552,8152
37618,8115,8267,8386,8321,8553,8151
37831,8119,8277,8382,8320,8551,8150
38043,8118,8270,8385,8321,8551,8144
38255,8113,8268,8386,8320,8551,8149
38473,8111,8266,8386,8320,8553,8151
38689,8119,8270,8384,8322,8553,8150
38904,8112,8269,8382,8321,8552,8152
39120,8118,8272,8384,8321,8553,8154
39358,8115,8267,8384,8320,8551,8154
39593,8121,8269,8386,8321,8552,8145
39821,8117,8272,8382,8320,8551,8150
40037,8116,8270,8386,8319,8552,8149
40255,8125,8268,8387,8322,8553,8152
40473,8115,8269,8386,8320,8552,8147
40693,8112,8267,8387,8320,8551,8144
40912,8117,8274,8382,8320,8552,8152
41131,8121,8272,8384,8321,8549,8148
41348,8119,8269,8384,8320,8552,8142
41565,8119,8272,8382,8320,8551,8146
41782,8119,8264,8387,8320,8553,8151
41999,8123,8268,8386,8322,8552,8149
42216,8119,8272,8384,8320,8551,8142
42435,8120,8274,8385,8318,8552,8145
42652,8115,8269,8384,8320,8552,8150
42869,8115,8267,8386,8320,8551,8145
43087,8115,8269,8382,8320,8551,8150
43307,8119,8269,8384,8320,8552,8150
43525,8119,8269,8386,8320,8553,8151
43745,8119,8270,8382,8322,8553,8155
43964,8120,8271,8384,8320,8552,8152
