00100,3,08078,08356,08629,08196,08060,08358
00200,5,08080,08338,08635,08205,08071,08370
00300,7,08072,08358,08623,08195,08060,08366
00400,9,08079,08341,08638,08205,08070,08361
00500,1,08079,08350,08633,08201,08062,08354
00600,3,08073,08357,08627,08197,08059,08355
00700,5,08087,08338,08633,08207,08074,08368
00800,7,08075,08355,08626,08198,08058,08360
00900,9,08076,08342,08636,08200,08070,08374
01000,1,08083,08343,08637,08203,08066,08359
01100,3,08067,08361,08629,08197,08059,08355
01200,5,08087,08343,08638,08207,08074,08359
01300,7,08079,08355,08622,08195,08057,08354
01400,9,08083,08345,08633,08195,08067,08367
01500,1,08086,08344,08634,08205,08067,08359
01600,3,08075,08357,08621,08194,08056,08351
01700,5,08085,08343,08638,08207,08074,08361
01800,7,08073,08361,08629,08199,08060,08355
01900,9,08081,08350,08629,08195,08060,08355
02000,1,08083,08340,08636,08207,08069,08377
02100,3,08073,08361,08625,08197,08059,08354
02200,5,08077,08336,08636,08205,08070,08368
02300,7,08072,08356,08635,08199,08061,08369
02400,9,08078,08356,08624,08197,08062,08354
02500,1,08083,08343,08640,08205,08069,08368
02600,3,08076,08357,08628,08194,08058,08355
02700,5,08081,08344,08634,08202,08067,08363
02800,7,08079,08350,08631,08201,08064,08359
02900,9,08075,08356,08630,08197,08061,08365
03000,1,08082,08355,08629,08198,08063,08353
03100,3,08077,08345,08632,08201,08066,08355
03200,5,08074,08358,08632,08202,08061,08354
03300,7,08075,08353,08632,08202,08065,08363
03400,9,08075,08343,08638,08205,08068,08370
03500,1,08078,08364,08626,08196,08060,08362
03600,3,08086,08344,08635,08202,08070,08363
03700,5,08079,08361,08628,08201,08063,08355
03800,7,08072,08353,08632,08198,08064,08361
03900,9,08082,08342,08635,08209,08071,08370
04000,1,08074,08349,08621,08191,08055,08360
04100,3,08083,08338,08635,08201,08072,08356
04200,5,08074,08356,08627,08202,08060,08355
04300,7,08073,08358,08623,08196,08061,08354
04400,9,08089,08344,08642,08209,08074,08355
04500,1,08067,08360,08623,08198,08056,08348
04600,3,08083,08335,08636,08200,08069,08370
04700,5,08079,08350,08635,08201,08064,08365
04800,7,08069,08357,08624,08197,08059,08358
04900,9,08086,08342,08641,08207,08072,08371
05000,1,08074,08360,08622,08196,08060,08352
05100,3,08083,08350,08630,08199,08065,08361
05200,5,08080,08346,08635,08205,08068,08365
05300,7,08074,08356,08628,08195,08057,08355
05400,9,08083,08340,08636,08205,08074,08366
05500,1,08074,08359,08628,08199,08059,08358
05600,3,08078,08354,08632,08199,08064,08363
05700,5,08083,08341,08638,08205,08068,08373
05800,7,08072,08359,08626,08197,08060,08348
05900,9,08081,08344,08638,08202,08065,08359
06000,1,08073,08357,08628,08201,08065,08361
06100,3,08077,08350,08632,08198,08063,08358
06200,5,08081,08350,08632,08200,08062,08365
06300,7,08078,08359,08630,08200,08062,08360
06400,9,08075,08356,08634,08202,08062,08368
06500,1,08079,08342,08636,08199,08065,08367
06600,3,08083,08356,08628,08202,08064,08354
06700,5,08077,08358,08625,08199,08060,08348
06800,7,08085,08340,08640,08203,08068,08361
06900,9,08080,08355,08628,08198,08056,08355
07000,1,08081,08352,08635,08200,08068,08369
07100,3,08083,08347,08637,08203,08066,08373
07200,5,08076,08350,08623,08194,08057,08356
07300,7,08083,08342,08638,08205,08074,08369
07400,9,08074,08354,08628,08199,08059,08353
07500,1,08083,08345,08634,08197,08065,08361
07600,3,08086,08341,08639,08207,08069,08370
07700,5,08074,08355,08623,08193,08055,08356
07800,7,08082,08345,08642,08205,08072,08363
07900,9,08080,08362,08628,08198,08059,08364
08000,1,08073,08358,08630,08198,08064,08366
08100,3,08085,08343,08638,08207,08070,08373
08200,5,08074,08353,08622,08195,08058,08356
08300,7,08081,08344,08640,08203,08074,08361
08400,9,08085,08356,08630,08199,08061,08356
08500,1,08075,08357,08626,08197,08060,08350
08600,3,08086,08341,08638,08207,08069,08374
08700,5,08071,08358,08629,08199,08060,08351
08800,7,08083,08341,08632,08198,08067,08363
08900,9,08083,08343,08636,08201,08067,08361
09000,1,08083,08356,08629,08196,08062,08355
09100,3,08075,08343,08632,08201,08070,08369
09200,5,08081,08350,08632,08196,08062,08358
09300,7,08083,08357,08628,08198,08060,08355
09400,9,08075,08345,08631,08200,08066,08357
09500,1,08077,08344,08636,08199,08066,08369
09600,3,08079,08361,08628,08197,08060,08346
09700,5,08083,08333,08633,08201,08070,08359
09800,7,08075,08356,08633,08199,08063,08365
09900,9,08083,08360,08624,08192,08061,08350
10000,1,08085,08343,08640,08207,08070,08369
