2 24.4186 0 0 11.2237 -62.096 -59.3884 17.6596 33.1883 -93.6442 23.0007 -25.7008 -127.504 -7.0002 0 0 0.716046 -0.716046 0.716046 -0.716046 
2 24.4186 0 0 8.58146 -55.7875 -54.0822 15.9529 21.3818 -94.8504 23.0007 -25.7008 -127.504 -7.0002 0 0 0.716046 -0.716046 0.716046 -0.716046 
1 24.4186 0 0 8.58146 -55.7875 -54.0822 15.9529 21.3818 -94.8504 23.0007 -25.7008 -127.504 -7.0002 0 0 0 0 0.716046 -0.716046 
2 15.7092 0 0 24.6558 -109.704 -38.7129 29.6065 61.5682 -14.576 23.0007 -25.7008 -127.504 -7.0002 0 0 0 0 0.716046 -0.716046 
1 15.7092 0 0 27.4812 -77.2371 -82.8645 45.9006 41.6059 0.492748 23.0007 -25.7008 -127.504 -7.0002 0 0 0 0 0.716046 -0.716046 
0.53 15.7092 0 0 27.4812 -77.2371 -82.8645 -39.1019 41.6059 0.492748 23.0007 -25.7008 -127.504 -7.0002 0 0 0 0 0.716046 -0.716046 
0.53 15.7092 0 0 27.4812 -77.2371 -82.8645 45.9006 41.6059 0.492748 23.0007 -25.7008 -127.504 -7.0002 0 0 0 0 0.716046 -0.716046 
0.53 15.7092 0 0 27.4812 -77.2371 -82.8645 -39.1019 41.6059 0.492748 23.0007 -25.7008 -127.504 -7.0002 0 0 0 0 0.716046 -0.716046 
0.53 15.7092 0 0 27.4812 -77.2371 -82.8645 45.9006 41.6059 0.492748 23.0007 -25.7008 -127.504 -7.0002 0 0 0 0 0.716046 -0.716046 
0.53 15.7092 0 0 27.4812 -77.2371 -82.8645 -39.1019 41.6059 0.492748 23.0007 -25.7008 -127.504 -7.0002 0 0 0 0 0.716046 -0.716046 
0.53 15.7092 0 0 27.4812 -77.2371 -82.8645 45.9006 41.6059 0.492748 23.0007 -25.7008 -127.504 -7.0002 0 0 0 0 0.716046 -0.716046 
2 -73.1442 0 0 24.0028 -95.363 -57.2524 33.9753 64.971 79.8025 23.0007 -25.7008 -127.504 -7.0002 0 0 0 0 0.716046 -0.716046 
1 -73.1442 0 0 18.3841 -64.528 -82.6425 28.3538 58.858 78.9484 23.0007 -25.7008 -127.504 -7.0002 0 0 0 0 0.716046 -0.716046 
0.5 -73.1442 0 0 18.3841 -64.528 -82.6425 28.3538 58.858 78.9484 23.0007 -25.7008 -127.504 -7.0002 0 0 0.716021 -0.716021 0.716046 -0.716046 
3 0 0 0 -10.0003 -25.7008 -127.504 0 0 0 23.0007 -25.7008 -127.504 -7.0002 0 0 0.716021 -0.716021 0.716021 -0.716021 
