1.500000 -17.316800 0.000000 0.000000 -10.000600 -25.701600 -127.507000 0.000000 0.000000 0.000000 -13.682800 -48.832900 -85.694000 -21.277400 46.132100 -29.221200 1.317880 -1.317880 0.000000 0.000000
1.000000 -17.316800 0.000000 0.000000 -10.000600 -25.701600 -127.507000 0.000000 0.000000 0.000000 -10.639200 -41.092300 -82.055600 -18.005300 34.618200 -27.141500 1.317880 -1.317880 0.000000 0.000000
0.010000 -17.316800 0.000000 0.000000 -10.000600 -25.701600 -127.507000 0.000000 0.000000 0.000000 -10.639200 -41.092300 -82.055600 -18.005300 34.618200 -27.141500 1.317880 -1.317880 0.000000 0.000000
0.010000 -17.316800 0.000000 0.000000 -10.000600 -25.701600 -127.507000 0.000000 0.000000 0.000000 -10.772830 -41.635070 -81.807510 -18.164950 34.921700 -27.213480 1.317880 -1.317880 0.000000 0.000000
0.010000 -17.316800 0.000000 0.000000 -10.000600 -25.701600 -127.507000 0.000000 0.000000 0.000000 -10.906460 -42.177840 -81.559420 -18.324600 35.225200 -27.285460 1.317880 -1.317880 0.000000 0.000000
0.010000 -17.316800 0.000000 0.000000 -10.000600 -25.701600 -127.507000 0.000000 0.000000 0.000000 -11.040090 -42.720610 -81.311330 -18.484250 35.528700 -27.357440 1.317880 -1.317880 0.000000 0.000000
0.010000 -17.316800 0.000000 0.000000 -10.000600 -25.701600 -127.507000 0.000000 0.000000 0.000000 -11.173720 -43.263380 -81.063240 -18.643900 35.832200 -27.429420 1.317880 -1.317880 0.000000 0.000000
0.010000 -17.316800 0.000000 0.000000 -10.000600 -25.701600 -127.507000 0.000000 0.000000 0.000000 -11.307350 -43.806150 -80.815150 -18.803550 36.135700 -27.501400 1.317880 -1.317880 0.000000 0.000000
0.010000 -17.316800 0.000000 0.000000 -10.000600 -25.701600 -127.507000 0.000000 0.000000 0.000000 -11.440980 -44.348920 -80.567060 -18.963200 36.439200 -27.573380 1.317880 -1.317880 0.000000 0.000000
0.010000 -17.316800 0.000000 0.000000 -10.000600 -25.701600 -127.507000 0.000000 0.000000 0.000000 -11.574610 -44.891690 -80.318970 -19.122850 36.742700 -27.645360 1.317880 -1.317880 0.000000 0.000000
0.010000 -17.316800 0.000000 0.000000 -10.000600 -25.701600 -127.507000 0.000000 0.000000 0.000000 -11.708240 -45.434460 -80.070880 -19.282500 37.046200 -27.717340 1.317880 -1.317880 0.000000 0.000000
0.010000 -17.316800 0.000000 0.000000 -10.000600 -25.701600 -127.507000 0.000000 0.000000 0.000000 -11.841870 -45.977230 -79.822790 -19.442150 37.349700 -27.789320 1.317880 -1.317880 0.000000 0.000000
0.010000 -17.316800 0.000000 0.000000 -10.000600 -25.701600 -127.507000 0.000000 0.000000 0.000000 -11.975500 -46.520000 -79.574700 -19.601800 37.653200 -27.861300 1.317880 -1.317880 0.000000 0.000000
0.010000 -17.316800 0.000000 0.000000 -10.000600 -25.701600 -127.507000 0.000000 0.000000 0.000000 -12.109120 -47.062760 -79.326610 -19.761460 37.956710 -27.933280 1.317880 -1.317880 0.000000 0.000000
0.010000 -17.316800 0.000000 0.000000 -10.000600 -25.701600 -127.507000 0.000000 0.000000 0.000000 -12.242740 -47.605520 -79.078520 -19.921120 38.260220 -28.005260 1.317880 -1.317880 0.000000 0.000000
0.010000 -17.316800 0.000000 0.000000 -10.000600 -25.701600 -127.507000 0.000000 0.000000 0.000000 -12.376360 -48.148280 -78.830430 -20.080780 38.563730 -28.077240 1.317880 -1.317880 0.000000 0.000000
0.010000 -17.316800 0.000000 0.000000 -10.000600 -25.701600 -127.507000 0.000000 0.000000 0.000000 -12.509980 -48.691040 -78.582340 -20.240440 38.867240 -28.149220 1.317880 -1.317880 0.000000 0.000000
0.010000 -17.316800 0.000000 0.000000 -10.000600 -25.701600 -127.507000 0.000000 0.000000 0.000000 -12.643600 -49.233800 -78.334250 -20.400100 39.170750 -28.221200 1.317880 -1.317880 0.000000 0.000000
0.010000 -17.316800 0.000000 0.000000 -10.000600 -25.701600 -127.507000 0.000000 0.000000 0.000000 -12.777220 -49.776560 -78.086160 -20.559760 39.474260 -28.293180 1.317880 -1.317880 0.000000 0.000000
0.010000 -17.316800 0.000000 0.000000 -10.000600 -25.701600 -127.507000 0.000000 0.000000 0.000000 -12.910840 -50.319320 -77.838070 -20.719420 39.777770 -28.365160 1.317880 -1.317880 0.000000 0.000000
0.010000 -17.316800 0.000000 0.000000 -10.000600 -25.701600 -127.507000 0.000000 0.000000 0.000000 -13.044460 -50.862080 -77.589980 -20.879080 40.081280 -28.437140 1.317880 -1.317880 0.000000 0.000000
0.010000 -17.316800 0.000000 0.000000 -10.000600 -25.701600 -127.507000 0.000000 0.000000 0.000000 -13.178080 -51.404840 -77.341890 -21.038740 40.384790 -28.509120 1.317880 -1.317880 0.000000 0.000000
0.010000 -17.316800 0.000000 0.000000 -10.000600 -25.701600 -127.507000 0.000000 0.000000 0.000000 -13.311700 -51.947600 -77.093800 -21.198400 40.688300 -28.581100 1.317880 -1.317880 0.000000 0.000000
0.100000 -17.316800 0.000000 0.000000 -10.000600 -25.701600 -127.507000 0.000000 0.000000 0.000000 -14.647900 -57.375300 -74.612800 -22.794900 43.723300 -29.301000 1.317880 -1.317880 0.000000 0.000000
0.100000 -17.316800 0.000000 0.000000 -10.000600 -25.701600 -127.507000 0.000000 0.000000 0.000000 -15.984200 -62.802900 -72.131900 -24.391400 46.758300 -30.020800 1.317880 -1.317880 0.000000 0.000000
0.100000 -17.316800 0.000000 0.000000 -10.000600 -25.701600 -127.507000 0.000000 0.000000 0.000000 -17.320400 -68.230500 -69.651000 -25.987900 49.793400 -30.740600 1.317880 -1.317880 0.000000 0.000000
0.100000 -17.316800 0.000000 0.000000 -10.000600 -25.701600 -127.507000 0.000000 0.000000 0.000000 -18.656600 -73.658200 -67.170100 -27.584400 52.828400 -31.460400 1.317880 -1.317880 0.000000 0.000000
0.100000 -17.316800 0.000000 0.000000 -10.000600 -25.701600 -127.507000 0.000000 0.000000 0.000000 -19.992900 -79.085800 -64.689100 -29.180900 55.863400 -32.180200 1.317880 -1.317880 0.000000 0.000000
0.100000 -17.316800 0.000000 0.000000 -10.000600 -25.701600 -127.507000 0.000000 0.000000 0.000000 -21.329100 -84.513500 -62.208200 -30.777500 58.898400 -32.900100 1.317880 -1.317880 0.000000 0.000000
0.100000 -17.316800 0.000000 0.000000 -10.000600 -25.701600 -127.507000 0.000000 0.000000 0.000000 -22.665400 -89.941100 -59.727300 -32.374000 61.933500 -33.619900 1.317880 -1.317880 0.000000 0.000000
0.100000 -17.316800 0.000000 0.000000 -10.000600 -25.701600 -127.507000 0.000000 0.000000 0.000000 -24.001600 -95.368800 -57.246400 -33.970500 64.968500 -34.339700 1.317880 -1.317880 0.000000 0.000000
0.100000 -17.316800 0.000000 0.000000 -10.000600 -25.701600 -127.507000 0.000000 0.000000 0.000000 -22.741400 -90.111900 -59.863100 -32.444500 62.244100 -33.666000 1.317880 -1.317880 0.000000 0.000000
0.100000 -17.316800 0.000000 0.000000 -10.000600 -25.701600 -127.507000 0.000000 0.000000 0.000000 -21.481100 -84.855100 -62.479800 -30.918400 59.519800 -32.992200 1.317880 -1.317880 0.000000 0.000000
0.100000 -17.316800 0.000000 0.000000 -10.000600 -25.701600 -127.507000 0.000000 0.000000 0.000000 -20.220900 -79.598300 -65.096500 -29.392400 56.795400 -32.318500 1.317880 -1.317880 0.000000 0.000000
0.100000 -17.316800 0.000000 0.000000 -10.000600 -25.701600 -127.507000 0.000000 0.000000 0.000000 -18.960700 -74.341400 -67.713200 -27.866300 54.071100 -31.644800 1.317880 -1.317880 0.000000 0.000000
0.100000 -17.316800 0.000000 0.000000 -10.000600 -25.701600 -127.507000 0.000000 0.000000 0.000000 -17.700500 -69.084600 -70.329900 -26.340300 51.346700 -30.971100 1.317880 -1.317880 0.000000 0.000000
0.100000 -17.316800 0.000000 0.000000 -10.000600 -25.701600 -127.507000 0.000000 0.000000 0.000000 -16.440200 -63.827700 -72.946600 -24.814200 48.622300 -30.297300 1.317880 -1.317880 0.000000 0.000000
0.100000 -17.316800 0.000000 0.000000 -10.000600 -25.701600 -127.507000 0.000000 0.000000 0.000000 -15.180000 -58.570900 -75.563300 -23.288200 45.898000 -29.623600 1.317880 -1.317880 0.000000 0.000000
0.100000 -17.316800 0.000000 0.000000 -10.000600 -25.701600 -127.507000 0.000000 0.000000 0.000000 -13.919800 -53.314000 -78.179900 -21.762100 43.173600 -28.949900 1.317880 -1.317880 0.000000 0.000000
0.100000 -17.316800 0.000000 0.000000 -10.000600 -25.701600 -127.507000 0.000000 0.000000 0.000000 -12.659600 -48.057200 -80.796600 -20.236100 40.449300 -28.276100 1.317880 -1.317880 0.000000 0.000000
