2 1 0 0 0 0 -25.7008 -127.504 0 0 0 8.00023 -25.7008 -133.704 -7.0002 0 0 0 0 0 0 
1 0 0 0 0 0 -25.7008 -127.504 0 0 0 8.00023 -25.7008 -133.704 -7.0002 0 0 0 0 0 0 
3 2 -17.6789 0 0 0 -25.7008 -127.504 0 0 0 -3.90748 -40.3455 -47.9575 -14.9658 -0.631414 -63.1101 0 0 0 0 
3 2 -28.3008 0 0 0 -25.7008 -127.504 0 0 0 -3.65418 -45.1176 -39.7723 -15.0066 -3.99387 -51.8494 0 0 0 0 
3 2 -30.9756 0 0 0 -25.7008 -127.504 0 0 0 -4.86206 -24.6309 -72.4547 -15.0994 8.09833 -51.1709 0 0 0 0 
3 2 -34.5809 0 0 0 -25.7008 -127.504 0 0 0 -5.75286 -12.4677 -88.6748 -15.2789 12.244 -47.7828 0 0 0 0 
3 2 -37.5103 0 0 0 -25.7008 -127.504 0 0 0 -4.38377 -49.4287 -38.0128 -14.9598 -1.34082 -42.5963 0 0 0 0 
3 2 -47.8946 0 0 0 -25.7008 -127.504 0 0 0 24.6069 -53.8378 -37.0854 -13.6804 -5.29747 -61.1867 0 0 0 0 
3 2 -17.6789 0 0 0 -25.7008 -127.504 0 0 0 -3.90748 -40.3455 -47.9575 -14.9658 -0.631414 -63.1101 0 0 0 0 
3 2 -10.6333 0 0 0 -25.7008 -127.504 0 0 0 -5.97286 -9.72758 -91.9789 -15.3093 12.8449 -71.6697 0 0 0 0 
3 2 -8.28546 0 0 0 -25.7008 -127.504 0 0 0 -4.93514 -23.5565 -73.9869 -15.1159 8.5593 -73.9109 0 0 0 0 
3 2 -6.24095 0 0 0 -25.7008 -127.504 0 0 0 -3.56667 -46.826 -36.7591 -15.036 -5.27666 -73.6544 0 0 0 0 
3 2 -43.7492 0 0 0 -25.7008 -127.504 0 0 0 36.1178 -58.8945 -32.3347 -12.2079 -7.59765 -76.6697 0 0 0 0 
3 2 -44.782 0 0 0 -25.7008 -127.504 0 0 0 47.6601 -64.0291 -26.4746 -10.222 -10.5444 -86.976 0 0 0 0 
2 2 0 0 0 0 -25.7008 -127.504 0 0 0 8.00023 -25.7008 -133.704 -7.0002 0 0 0 0 0 0 
